Pelicula,Año de estreno,Ganancia
Homeward Bound II: Lost in San Francisco,1996,21222072.545
Strange Wilderness,2008,-245838.04800000042
My Cousin Vinny,1992,108025117.88
Cool World,1992,3538715.444
Black Sheep,2006,-16078126.99
Man About Town,2006,3080201.620000001
Clockstoppers,2002,-9464968.867245201
Excision,2012,23947607.339999996
Uptown Girls,2003,12930907.79
Flight of the Phoenix,2004,10015369.080000002
Mimic 2,2001,37516811.74
A Very Murray Christmas,2015,111367939.99000001
The Cannonball Run,1981,-2893487.3200000003
The Greatest,2009,-13861426.255999997
French Connection II,1975,6879795.020000003
Party Monster,2003,35958786.79
The Man Who Wasn't There,2001,70320412.91999999
The Night of the Generals,1967,7887514.369999999
Jumpin' Jack Flash,1986,2209604.068
Crossing Over,2009,29171287.259999998
Warlock,1989,16012857.28
Killer Klowns from Outer Space,1988,21212979.820000004
The Good German,2006,-3354703.9400000013
Tigerland,2000,-3623054.00539
Air Bud,1997,35679840.11
Masters of the Universe,1987,56028744.839999996
ATM,2012,17142876.22
Surveillance,2008,45619131.49
The Air I Breathe,2007,-3028726.6399999987
Behaving Badly,2014,-15115842.866999999
Stripes,1981,36079829.64
Force 10 from Navarone,1978,-15168747.06
Judas Kiss,2011,71504876.74000001
The Last House on the Left,2009,-742832.4299999997
My Super Ex-Girlfriend,2006,61071912.18000001
Swelter,2014,-3181866.41
Running Scared,2006,-22701892.237800002
The Well,2014,-11182360.487
Chain of Fools,2000,16341365.946
Picture This,2008,-14909651.68
The Last of Robin Hood,2013,16426746.71
Halloween: Resurrection,2002,-1395494.7991
I Am Ali,2014,-17544828.16
Wrong Turn 6: Last Resort,2014,-4893842.9956
Welcome to Me,2014,-13830344.191
Mother and Child,2009,-21029626.658177
Beasts of the Southern Wild,2012,-294308.4012000001
Digimon: The Movie,2000,2337131.5100000016
No Time for Nuts,2006,-42479409.644999996
Darkman,1990,-16825518.398999996
The Private Life of Sherlock Holmes,1970,-6357295.567000001
Breaking and Entering,2006,98856846.76
The One,2001,-34273091.408
Stir Crazy,1980,-7061747.352
Salton Sea,2002,-15753595.73429
The Shining,1997,-43851384.93000001
The Swan Princess Christmas,2012,12395742.040000001
Aloha Scooby-Doo!,2005,-1654431.3800000004
Wendy Wu: Homecoming Warrior,2006,8809986.52
Cats Don't Dance,1997,65740984.13
7 Below,2012,-8349574.42648
Le Skylab,2011,2331977.280000001
Playing by Heart,1998,210233.80797000002
Bronco Billy,1980,-7457542.824700001
Everything is Illuminated,2005,3018550.6969999997
Closing the Ring,2007,2309721.869999999
Over Her Dead Body,2008,-4157799.0852900003
Space Chimps,2008,33832056.309999995
Head Over Heels,2001,-762816.2384000001
Lemonade Mouth,2011,42261008.58
Night of the Living Dead,1990,19757655.6
Mute Witness,1994,-702960.52063
Kill the Irishman,2011,22725761.950000003
Exam,2009,10876525.799999999
Demonic,2015,-10161771.87
Wuthering Heights,2011,0.0
The Fast and the Furious,2001,618889.0827000001
Mercenaries,2014,-597744.2339999999
Milk Money,1994,66350452.59
The Duke of Burgundy,2015,936357520.3
The Sacrament,2013,369912624.9
Holy Motors,2012,485719165.59999996
Turistas,2006,684956016.5999999
Lonely Hearts,2006,110541014.1
Frozen River,2008,628385724.5400001
The Three Musketeers,1973,268091713.90000004
Elevator,2011,315361826.46
The Assignment,1997,216168719.14999998
Blue Steel,1990,118084415.85000001
Convoy,1978,75366716.67
Paint Your Wagon,1969,502414600.3000001
Babylon 5: The Gathering,1993,119340755.13999999
Nothing Left to Fear,2013,-6533551.049999997
The China Syndrome,1979,130969791.10000002
Wrecker,2015,263465124.95000002
An American Tail 4: The Mystery of the Night Monster,1999,167854825.04
Barbie and the Magic of Pegasus 3-D,2005,165495041.57000002
Il portiere di notte,1974,150758995.38
44 Inch Chest,2009,81146106.34
D.O.A.,1988,88891920.78999999
Monte Carlo,2011,76666455.8
Return of the Living Dead Part II,1988,33457153.08
Batman,1966,31702512.650000002
Bullet,1996,87026767.27
102 Dalmatians,2000,100291453.53999999
Win Win,2011,51495513.59
Going Postal,2010,15023474.920000002
Indecent Proposal,1993,-21303593.06
Boomerang,1992,307557057.8
The Eagle Has Landed,1976,142478686.0
88,2015,-91445050.52
Driving Miss Daisy,1989,-46096363.089999996
The Good Witch's Garden,2009,114178346.22999999
The Bonfire of the Vanities,1990,161480338.89999998
Attack of the Killer Tomatoes!,1978,80941423.17
Nell,1994,144146065.98
Invasion of the Body Snatchers,1978,70497793.93
First Born,2007,41877029.150000006
Husk,2011,86723138.47
Swamp Shark,2011,5604267.450000003
Arizona Dream,1993,59084785.67000001
Whip It,2009,10989655.89
Manuale d'amore 2 (Capitoli successivi),2007,-27140631.370000005
Things We Lost in the Fire,2007,1157614.2299999967
Winged Creatures,2008,31146132.299999982
Laws of Attraction,2004,24888849.299999997
Human Nature,2001,-3245007.4800000004
Metropia,2009,-26067957.379999995
The Single Moms Club,2014,3438666.2760000005
Larger Than Life,1996,21454707.650000006
Brighton Rock,2010,-1346599.1400000006
Gridlock'd,1997,43379146.349999994
Song One,2014,40593067.31
Earth Girls Are Easy,1988,-23206818.06000001
House of 1000 Corpses,2003,50746526.95
Jade,1995,1817170.6500000022
Fauteuils d'orchestre,2006,-21039330.467
Barbie Diaries,2005,-49269059.91
We Steal Secrets: The Story of WikiLeaks,2013,106283796.86999999
Book of Dragons,2011,-33932526.129999995
The Echo,2008,23675981.248999998
Country Strong,2010,97854473.52
No Way Out,1987,272664235.49
Zandalee,1991,22146462.120000005
Shooting Dogs,2006,-9296302.82
Leviathan,2012,-24888528.05
Joan of Arc,1999,45460358.93
In the Loop,2009,166443804.92
Michael Jackson's This Is It,2009,-31914320.7709
Yours Mine & Ours,2005,52134282.51
Catch and Release,2006,-961385.3799999952
Death Defying Acts,2007,23444981.099999994
Save the Last Dance,2001,-10477018.261000002
The Grudge 2,2006,-15704658.241
Murder in the First,1995,82673453.45
Coogan's Bluff,1968,100079471.33399999
The Girl in the Book,2015,40665482.870000005
Justice League: Throne of Atlantis,2015,28522435.6
Immortal Beloved,1994,101880615.94
Rosewood Lane,2012,53729998.72
Leningrad Cowboys Go America,1989,-3265563.5150000006
I Am Bruce Lee,2012,25584962.89
A Girl Walks Home Alone at Night,2014,108108391.03
Marked for Death,1990,7641024.509999998
Birds of America,2008,-11485525.482
Eden,2012,-8777275.772
Without a Clue,1988,30879951.92
The Texas Chainsaw Massacre: The Beginning,2006,16771290.04
Torn Curtain,1966,121481210.74999999
What Richard Did,2012,23557672.6
Firehouse Dog,2007,-391317.61499999976
CBGB,2013,91874468.82000001
The D Train,2015,31392217.46
Jude,1996,7429376.471
Setup,2011,66824127.410000004
Conversations with Other Women,2005,-16212347.229999997
Wishmaster,1997,-17983027.7446
Sleuth,2007,79468385.55
YellowBrickRoad,2010,5492976.670000002
Pooh's Heffalump Movie,2005,-8753207.560000002
Dolan's Cadillac,2009,-4430683.449999999
Day of the Dead,2008,-43863759.01
Rosencrantz & Guildenstern Are Dead,1990,-14307820.98
Boogeyman 3,2008,2342471.379999999
Bathory,2008,-5673465.066000001
Bully,2001,12020498.5
The Duellists,1977,-17373910.639999997
Justice League: Crisis on Two Earths,2010,55415559.44
A Royal Night Out,2015,-91941722.68964121
Addicted,2014,-2371485.0
Rugrats In Paris,2000,5129346.539999999
Pride and Prejudice,1995,-24330862.689999998
Firewalker,1986,11905769.089999998
Julia,1977,-3053397.352
Beyond the Lights,2014,17727495.301
The Apparition,2012,-733421.4499999993
The Cure,1995,11535699.779999994
The Limits of Control,2009,29837736.647
The Secret of My Success,1987,-7139058.629999995
Tales from the Crypt: Demon Knight,1995,37285032.050000004
Candyman,1992,66291279.88
Girlfight,2000,-18176036.464
Barbie in 'A Christmas Carol',2008,-896703.7318999999
The Juror,1996,-22195511.4799
Lone Star,1996,117235768.53
Red Corner,1997,19383885.569999993
Blank Check,1994,-28215439.512000002
Tin Man,2007,-45646438.480000004
The Phantom of the Opera,1989,-5949180.369999999
Solomon Kane,2009,-9563591.93
The Oxford Murders,2008,20707300.21
Natural City,2003,-8498186.743600002
Dance Flick,2009,40887094.190000005
The Devil's Tomb,2009,-1489668.2751999998
Werewolf: The Beast Among Us,2012,22972108.83
Tomorrow When the War Began,2010,19034641.64
Wake in Fright,1971,56211087.089999996
Casper's Haunted Christmas,2000,-12816340.908
Halo 4: Forward Unto Dawn,2012,10169801.507
Supervixens,1975,265362.6496
Rush,1991,38287223.4
Chaplin,1992,13532601.675
Life Stinks,1991,-2021759.7200000007
Vincent,1982,-8192319.910700001
Operator,2015,1266161.8899999969
Corrina Corrina,1994,4390646.546999999
Sunshine,1999,-35386623.71000001
Zebra Lounge,2001,12418482.439999998
Death Wish 4: The Crackdown,1987,8803527.889999999
Halloween: H20,1998,48937957.732
Leatherface: Texas Chainsaw Massacre III,1990,681500.2449999992
Horrid Henry: The Movie,2011,6269942.869
Outpost: Black Sun,2012,-9197441.510000002
Mackenna's Gold,1969,9154924.329999998
The Human Centipede 3 (Final Sequence),2015,10901419.8142
Moms' Night Out,2014,6490014.950000001
When Calls the Heart,2013,19583722.865
The Lifeguard,2013,-3253645.6799999997
Killing Bono,2011,-1838837.5694999998
GÃ´ruden suranbÃ¢,2010,26349475.900000006
Bad Ass,2012,734317.068
10th & Wolf,2006,179557.08029
Pat Garrett & Billy the Kid,1973,11842573.654000001
Prison Break: The Final Break,2009,-1261759.5010000002
Stealing Beauty,1996,-8239866.8419
Deep Rising,1998,-6985392.383
Happily N'Ever After 2,2009,-1073878.9767220002
The Double,2011,832868045.6
Heaven & Earth,1993,250354339.20000002
Battlestar Galactica,2003,635108967.1
Boulevard,2014,87662539.55999999
L'Amour Est un Crime Parfait,2013,132573824.60999998
Falcon Rising,2014,362848191.1
Firewall,2006,822907144.5
Three Men and a Baby,1987,60828599.42000001
Cul-de-sac,1966,41256080.099999994
Robot & Frank,2012,511029435.5799999
The Animal,2001,257456849.5
In Fear,2013,145630268.1
The Adventures of Baron Munchausen,1988,273755348.51
Black Dawn,2005,-10826196.539999992
K2,1991,63651789.480000004
Pieces of April,2003,513328113.40000004
Knockaround Guys,2001,86246655.78
A Field in England,2013,93176354.57
The Power of Few,2013,183599477.4
ìž‘ì—…ì˜ ì •ì„,2005,332847985.62
Regarding Henry,1991,59365033.9
Lottery Ticket,2010,108853556.36
Housesitter,1992,91159753.0
3-Headed Shark Attack,2015,124775856.03999999
The Moguls,2005,382981208.29999995
The Toxic Avenger Part II,1989,47148130.949999996
God Help the Girl,2014,-6214301.099999994
Money Talks,1997,104005578.08999999
The Green Berets,1968,183165241.44
Foxy Brown,1974,207342446.48
Tanner Hall,2009,-17782462.88000001
Black Dynamite,2009,15691132.02
Mulholland Falls,1996,411126999.79999995
Against All Odds,1984,75256438.28
Marvel One-Shot: The Consultant,2011,-19955336.360000003
The Astronaut's Wife,1999,-757587.0799999982
Vampire in Brooklyn,1995,15276334.339999996
My Dog Skip,2000,86193171.21
Hubble 3D,2010,181388868.51
The Road to Wellville,1994,21140520.269999996
The Thaw,2009,-8791568.119999997
Teaching Mrs. Tingle,1999,27791258.040000007
Sudden Death,1995,-145751.70999999344
Navy Seals vs. Zombies,2015,166284291.741
Five Minutes of Heaven,2009,50082811.0
City Island,2009,17867250.229999997
The Marksman,2005,-5543860.669999994
The Identical,2014,52896821.870000005
All or Nothing,2002,84611975.83
Don't Tell Mom the Babysitter's Dead,1991,876667.4400000013
VeggieTales: The Pirates Who Don't Do Anything,2008,22934110.61
Cruel Intentions 3,2004,78501516.24
Extraordinary Measures,2010,40256335.019999996
Exorcist II: The Heretic,1977,109026621.46
10 Items or Less,2006,51837755.97999999
Heart and Souls,1993,-4480410.07
Mona Lisa,1986,77245891.72
Gone Nutty,2002,22835178.62
Blame It on Rio,1984,31716329.73
The Red Violin,1998,-13917591.819999998
A Simple Plan,1998,92613256.13000001
Fire Birds,1990,19334708.010000005
The Escort,2015,-12708406.260000002
The Entity,1982,28968927.5
The Long Good Friday,1980,67891152.52000001
Family Guy Presents: It's a Trap!,2010,67394544.22
Transamerica,2005,139812111.4
Assault on Precinct 13,1976,20425860.586999997
Vinyan,2008,446797.26999999955
Beyond the Valley of the Dolls,1970,49128784.720000006
The Man Who Knew Too Little,1997,39614633.81
Eating Out 2: Sloppy Seconds,2006,-8827877.629999995
One Square Mile,2014,54683483.940000005
The Secret of Kells,2009,-13387271.16031
The Tunnel,2011,71206056.91
Bonnie & Clyde,2013,53148412.592
Thief,1981,52109792.11
The Presidio,1988,32090952.339999996
My Blue Heaven,1990,99426757.5
Red Rock West,1993,113918611.19999999
War Inc.,2008,6555469.25
Gorky Park,1983,-31477020.060000002
The Motel Life,2012,37869235.47
Wer,2013,20539965.544
Kinsey,2004,-4994935.829999998
I'm Not There.,2007,4429449.0
What A Man,2011,188015076.47
Brown Sugar,2002,5911610.84
Bounce,2000,39908317.870000005
Martyrs,2015,-8393457.469999999
The Freshman,1990,29882190.29
L!fe Happens,2011,35473887.89
The Great Gatsby,1974,176907040.39
Murder Ahoy,1964,14388837.359999996
The Devil's Rejects,2005,7193490.25
The Vicious Kind,2009,12360839.089999996
The 12 Dogs of Christmas,2005,-3498193.9034
The Wackness,2008,-17535737.01
Madea's Family Reunion,2002,-46513646.131
The Company,2003,2953858.1400000006
Uncanny,2015,120946769.75
The Little Matchgirl,2006,17460470.591000002
Midnight Run,1988,73602359.22999999
The Iron Lady,2011,-82637251.028
Alone in the Dark,2005,31488683.689999998
Gracie,2007,-64835544.17999999
Screamers: The Hunting,2009,35925466.28
The Girl in the Photographs,2015,-25228278.571999997
Bad Hair Day,2015,-11981298.099999994
Everyone's Hero,2006,8147834.76
Graveyard Shift,1990,46990376.232
Partly Cloudy,2009,-17331177.03
A Home at the End of the World,2004,64165174.10000001
Boogeyman,2005,6780005.657
Olive Kitteridge,2014,32119194.689999998
Area 51,2015,-77973520.25
Child of God,2013,-30209175.849999998
The Last Picture Show,1971,12674500.7
Kazaam,1996,21690320.500000007
The Land Before Time X: The Great Longneck Migration,2003,-10684196.489999998
The Assassination of Richard Nixon,2004,-3309327.2200000007
The Runner,2015,10102300.64
Diner,1982,-2667611.5
Jeremiah Johnson,1972,90660940.69999999
Sherrybaby,2006,3845727.5764000006
Birdy,1984,-33216088.6055
The Brave Little Toaster,1987,598492.4400000013
Advantageous,2015,-15101610.0477
Purple Rain,1984,57357649.620000005
Divine Secrets of the Ya-Ya Sisterhood,2002,-579027.3911
Les PoupÃ©es Russes,2005,35609216.47
Echelon Conspiracy,2009,-4803533.432
White Squall,1996,-879523.6021999998
Wolf Creek 2,2013,30179312.25
April Fool's Day,2008,584548.7967000001
Turbulence,1997,-7750808.3000000045
Vile,2011,4502905.4656
Cool as Ice,1991,15857025.413
Before Night Falls,2000,13789968.64
The Cowboy Way,1994,-10671209.739999998
The Matrix Revisited,2001,52693813.9
Screwballs,1983,11977710.490000002
Problem Child 2,1991,-16739526.89
Missing in Action,1984,-9300279.940000005
Boy Wonder,2010,10716920.726
Honkytonk Man,1982,-1503317.3651
Nativity!,2009,-8214556.1216
Pour elle,2008,6193576.567
A Mighty Wind,2003,-5072691.0617
Bury My Heart At Wounded Knee,2007,1455643.4700000007
The Cheetah Girls,2003,-10915252.510000002
Sundays at Tiffany's,2010,-7980220.751
Miracle at St. Anna,2008,-13303888.44697
Cadet Kelly,2002,4748572.84
Nurse Betty,2000,20818932.169999994
The Andromeda Strain,1971,-12938783.409999998
Bully,2011,3404058.6859999998
Henry: Portrait of a Serial Killer,1986,-5821497.483
Airborne,2012,-5054578.170000002
Candyman: Farewell to the Flesh,1995,9734863.111000001
Mansfield Park,2007,-7975623.865
Turbo Kid,2015,-6678154.986
Reclaim,2014,7681923.051
The Task,2011,761708332.1
The Natural,1984,141026427.81
The Best Man,2005,-11310078.490000002
Don't Let Him In,2011,60329153.16
In the Company of Men,1997,99978699.31
Hijacked,2012,622756441.6
Safar e Ghandehar,2001,246474343.40999997
Barbie in Rock 'N Royals,2015,372204570.5
Whatever It Takes,2000,285669700.7
Dr. Terror's House of Horrors,1965,262330303.39999998
The Gambler,2014,140245354.31
Circle,2015,129347377.00000001
Mala Noche,1986,161919596.8
Rest Stop,2006,38464951.31
Insanitarium,2008,162633338.39999998
The Prince of Tides,1991,888736813.0
The Station Agent,2003,95889225.39999999
Bridegroom,2013,97429229.00999999
Alice in Wonderland,1985,291779471.4
Feeling Minnesota,1996,504080432.31999993
Tapped Out,2014,484027095.70000005
Hellraiser,1987,-16162235.600000009
Never Back Down 2: The Beatdown,2011,176358033.01
Stuck on You,2003,30061056.310999997
Before and After,1996,73775255.81000002
A Madea Christmas,2013,184038516.70999998
Wonder Boys,2000,79741751.69999999
High Spirits,1988,215608432.01
The Opposite of Sex,1998,174095600.51
Jagged Edge,1985,337415551.21
Cadillac Records,2008,-13901028.009999998
Pinocchio,2008,127175774.00999999
Me and Orson Welles,2009,106105147.101
Meet the Browns,2008,74547374.30000001
The Power of One,1992,68638355.91
Forks Over Knives,2011,-4168971.3200000003
Monkey Kingdom,2015,6246915.32
2012 Doomsday,2008,105939478.4
The Clearing,2004,58955112.62
The Sword and the Sorcerer,1982,116811245.21
Creepshow 3,2007,170537341.2
Hellraiser: Deader,2005,-2788988.8600000013
The Wraith,1986,14197591.199999988
Joe Dirt 2: Beautiful Loser,2015,17243844.729999997
Metallica: Some Kind of Monster,2004,118575013.82
Shorts,2009,673926366.9
Bad Milo!,2013,-4852310.6499999985
The Good Thief,2003,69605800.81000002
The Phantom,1996,150035633.11
Liberty Stands Still,2002,102174221.31
Bob Roberts,1992,25051586.400000006
Tommy,1975,-20661826.25
The Adventures of Pinocchio,1996,-770796.6413999998
Smokin' Aces 2: Assassins' Ball,2010,85840382.01
Swept Away,2002,96474528.1
Rabbit-Proof Fence,2002,12436532.0
Love Don't Cost a Thing,2003,-28813379.050000004
Piranha Part Two: The Spawning,1981,61085366.809999995
Daydream Nation,2010,6176529.940999999
Officer Down,2013,1555958.050000012
Loosies,2012,-33151473.169999998
Boat Trip,2002,63667011.51
Bio-Dome,1996,-137586847.8
My Son My Son What Have Ye Done,2009,15345598.241
Rapid Fire,1992,200266956.3
Virgin Territory,2007,36275776.45
Last Passenger,2013,18593456.019999996
Encino Man,1992,3697959.91
The Humbling,2014,14811123.489999998
The Fighting Temptations,2003,13403071.840000004
Catfish,2010,-53801843.839999996
Battle of the Damned,2013,138681748.01
Assassination of a High School President,2008,1268022.049999997
Steel,1997,13853344.799999997
Flirting,1991,482281.110201
Ghoulies II,1987,-9856667.524
Atrocious,2010,-6982708.0
Circle of Friends,1995,9354990.599999994
The Pest,1997,130584533.80099998
A Boy Named Charlie Brown,1969,-22975.780000001192
Trick or Treat,1986,87837681.00999999
Like Sunday Like Rain,2014,23666130.689999998
White Sands,1992,1412914.1799999997
Minions: The Competition,2015,-28636018.14
I'll See You in My Dreams,2015,62961090.107999995
Major League II,1994,42074579.95
Torque,2004,21827586.35
Plastic,2014,107943303.6
Revenge of the Nerds,1984,58450861.26
Flashdance,1983,127299251.21
The Protector,1985,16544435.520000003
The Dukes of Hazzard: The Beginning,2007,227076547.11
Death Machine,1994,-15982394.940000001
White Oleander,2002,671771108.61
May,2002,58868516.519999996
Born Free,1966,97817929.60999998
Jesse Stone: Lost in Paradise,2015,3099704.3599999994
Alice,2009,12135538.130000003
Houdini,2014,23632108.04
Austenland,2013,97722518.21
Inception: The Cobol Job,2010,28031923.42
Altered States,1980,52779046.7701
Il Postino,1994,-2308214.2900000066
Steel Magnolias,1989,-19624120.650000002
Flipper,1996,-17537869.270000003
Jetsons: The Movie,1990,-43662400.7
Kevin Hart: Let Me Explain,2013,54340220.599999994
Chopper,2000,87247945.31
Fierce Creatures,1997,-34871611.82
Shark Night,2011,-27696091.790000003
Knights of Badassdom,2013,5904395.979999997
Badlands,1973,-2169641.5958999996
ExTerminators,2010,36083254.21999999
Temptation: Confessions of a Marriage Counselor,2013,-324848.2400000021
Chato's Land,1972,-8814035.931400001
Haunt,2014,-26552230.346655197
Elephants Dream,2006,-3918461.289999999
My Fellow Americans,1996,-152947.8599999994
Citadel,2012,-7938138.59
Kes,1969,-14231945.170000002
Fatal Instinct,1993,-5715711.125
Smokey and the Bandit Part 3,1983,7557227.019999996
Amityville 3-D,1983,-6754857.439999998
Generation Kill,2008,-1359537.25
Captive,2015,-4038648.2920000004
Terminus,2015,-16162235.59
Last Days,2005,-49862170.763000004
Rollerball,1975,117872.33864000002
The Toxic Avenger,1984,-9466103.630000003
Goodbye World,2013,-9996324.25
The Wild Geese,1978,-12857390.901999999
My Best Friend's Girl,2008,3254375.8000000007
Largo Winch II,2011,-1497472.6899999976
Ultramarines: A Warhammer 40000 Movie,2010,22141704.01
Lawn Dogs,1997,32913328.399010003
The Day of the Triffids,1963,-14967578.55
Madea's Big Happy Family,2011,-37387545.471
The Brides of Dracula,1960,-15106880.867
Paris,2008,16787606.75
Shine,1996,653416.0959999999
Eraserhead,1977,119996.51820000005
Ice Soldiers,2013,-1111101.747
Freaks of Nature,2015,-1294084.807
Interview,2007,-18471126.39
Frankenstein,2004,3374443.904
Prep & Landing,2009,0.0
Gentlemen Broncos,2009,3653890.1121
Ashby,2015,1214854861.4
The Lovers,2015,87370514.41
Breathing Room,2008,610469916.4000001
Silver Bullet,1985,178927796.35999998
Barney's Version,2010,325958003.2
American Outlaws,2001,697698212.3
The Loneliness of the Long Distance Runner,1962,913463541.4
La citÃ© de la peur,1994,479561480.02000004
Banshee Chapter,2013,242916410.81000003
The Philosophers,2013,167607107.27
Breathe In,2013,278557871.5
Palmetto,1998,143623.25
Deuce Bigalow: Male Gigolo,1999,62727741.77000001
An American Tail: The Treasure of Manhattan Island,1998,119933646.30999999
The Shootist,1976,209154529.43999997
Breakheart Pass,1975,120034977.40999998
The Canyon,2009,137584084.21
Barbie: Mariposa and The Fairy Princess,2013,137121593.9
Two-Lane Blacktop,1971,137173578.821
The Hot Flashes,2013,63403196.04000001
Kirikou et les bÃªtes sauvages,2005,142933399.31
The Texas Chainsaw Massacre 2,1986,-118534968.1618388
Hello I Must Be Going,2012,26048137.400000006
St. Elmo's Fire,1985,204678654.45
And the Band Played On,1993,52922158.599999994
Congo,1995,9898792.219999999
Holding the Man,2015,114129248.23000002
Frankie & Alice,2010,375471095.90000004
Les Enfants de la Pluie,2003,169907921.8
Harbinger Down,2015,72905574.3
Batman Unlimited: Animal Instincts,2015,19025591.53
A Little Trip to Heaven,2005,71428800.36
All About Anna,2005,73505034.4
Walkabout,1971,156255580.07999998
Grizzly Man,2005,143126380.64
The Squid and the Whale,2005,16841806.86
Hell Baby,2013,128445381.59999996
Love at the Christmas Table,2012,82009312.6
The Midnight Meat Train,2008,74742824.73
Angels Sing,2013,150980074.45999998
Deranged,1974,45426846.660000004
The Clinic,2010,43435287.11999999
Edge of Darkness,2010,18529975.47
Scooby-Doo! and the Monster of Mexico,2003,94727269.28
The Cassandra Crossing,1976,99842646.83999999
Private Parts,1997,-39960229.05
Ripley's Game,2002,-71736666.08
Exit to Eden,1994,42992517.61
Back to School,1986,164972388.4
The Killing of a Chinese Bookie,1976,221339403.42000002
Another Gay Movie,2006,109396510.9
Omen III: The Final Conflict,1981,-24510561.96
The Jack Bull,1999,120421544.61000001
Flood,2007,47921245.88
How to Rob a Bank,2007,76368009.53999999
Apartment 1303 3D,2012,115656819.27000001
Black Sheep,1996,178054325.41
Hellbound: Hellraiser II,1988,111439161.56
The Brave Little Toaster to the Rescue,1997,3083153.199
Chances Are,1989,100646906.16
Hannibal,2001,37326230.86
Repo! The Genetic Opera,2008,-13613960.039999992
Day of the Woman,1978,-8543356.880000003
Whisper,2007,-4840397.0
Welcome to the Dollhouse,1995,190072080.10000002
King Ralph,1991,54877433.35000001
Saturn 3,1980,99053916.69
Ravenous,1999,123790960.41
The Good Night,2007,72705317.30000001
Walled In,2009,6514180.140000001
Laid to Rest,2009,54647917.080000006
Hardware,1990,45676918.15
Kevin and Perry Go Large,2000,9145512.460000008
In Search of the Castaways,1962,188485273.4
Cesare deve morire,2012,-17426809.22
Quick Change,1990,-27783710.6
Mutant Chronicles,2008,71051003.61000001
Barbie: The Pearl Princess,2013,-24615023.54
Bessie,2015,524868.2199999988
Dread,2009,34438517.413
Any Given Sunday,1999,23889763.150000006
The Deep End of the Ocean,1999,62087093.072000004
Dragonball Evolution,2009,-14224204.47688917
Take This Waltz,2012,133560085.79999998
White Nights,1985,-55396022.764
Lord of the Flies,1990,-51060326.39
Guess Who's Coming to Dinner,1967,-7112113.49829471
The Devil Rides Out,1968,24024152.509999998
All Stars,2013,20264382.230000004
A Good Man,2014,-5046167.1149
A Birder's Guide to Everything,2013,-13091511.120000005
Moonwalker,1988,8311718.825999999
The Last Legion,2007,8081948.877
Keep the Lights On,2012,39590778.332
Mr. Jones,1993,11651477.167
The Great Outdoors,1988,-3043792.379999999
The Dyatlov Pass Incident,2013,24035970.479999997
Cookie's Fortune,1999,-4622875.3149999995
The Great White Hype,1996,-15075806.856000002
Damsels in Distress,2012,-28279362.25
The Objective,2008,17355130.941
Suicide Kings,1997,15113537.821000002
Thunderbolt and Lightfoot,1974,-35632.88580000005
The Message,1977,9695964.1576
Dead Again,1991,-25095909.25
4.3.2.1,2010,18063087.549999997
Santa Claus Is Comin' to Town,1970,-170337.5460000001
Trapped in Paradise,1994,102582858.55
Tough Guys,1986,-9240168.8035
Michael Collins,1996,-1576633.9970000004
Gotcha!,1985,36503899.58
FrontiÃ¨re(s),2007,-580110.3900000006
The Maiden Heist,2009,4789857.130000001
Anaconda 3: Offspring,2008,-5.926763226
The Disappearance of Eleanor Rigby: Him,2014,-18290088.507
Inspector Gadget 2,2003,124401314.0
Madhouse,2004,-3003157.305
The Babysitter,1995,-17343016.630000003
Buried Alive,2007,-8389729.254
Poetic Justice,1993,0.0
Freaky Friday,1976,3556057.936999999
Legally Blondes,2009,1027133803.9
Up Close & Personal,1996,941549461.6
Nan bei Shao Lin,1986,393084407.58000004
Quatermass and the Pit,1967,186729743.07999998
Krull,1983,84180738.00999999
Vi Ã¤r bÃ¤st!,2013,827621219.5
Faces in the Crowd,2011,641769154.9000001
Rumble Fish,1983,363816994.13
Zombie Apocalypse,2011,365883282.79999995
True Grit,1969,103130200.72
About Last Night...,1986,310791000.6
The Cutting Edge,1992,79732283.01
Jeff Dunham: Arguing with Myself,2006,27795859.06
After,2012,251481664.64999998
Return of the Seven,1966,-36879276.69999999
The Taking of Pelham One Two Three,1974,353945312.0
The Revenant,2009,94216816.132
Jing wu ying xiong,1994,121113026.85
Halloween III: Season of the Witch,1982,122450562.14000002
Hud,1963,113676786.29999998
The Alamo,1960,179896457.11
Pacific Heights,1990,60560707.30000001
Winnie the Pooh: Springtime with Roo,2004,40338583.392
Gossip,2000,210933482.45999998
Ribbit,2014,147010375.51999998
The Big Green,1995,88590222.433
Room 237,2012,40434879.379999995
La Sconosciuta,2006,407620368.46000004
The Land Before Time XIII: The Wisdom of Friends,2007,244087538.11
Fast Food Nation,2006,36643108.79
An Inspector Calls,2015,440952861.732
Bereavement,2010,123650662.17000002
Quills,2000,-8022221.040000007
Leprechaun: Origins,2014,102844787.17999999
Wish Upon a Star,1996,8865056.64
Giallo,2009,-17747937.153
Repossessed,1990,10735937.221
The Girl in the CafÃ©,2005,101643356.06
Hard to Kill,1990,122440192.51
Deep in the Valley,2009,283225365.7
Willard,2003,130748531.41
F/X,1986,82088074.19000001
Someone Marry Barry,2014,40428776.849999994
Guns Girls and Gambling,2011,232330748.29999998
Loose Screws,1985,51598135.11
Cosa voglio di piÃ¹,2010,-58896141.445999995
Sparkle,2012,127691347.57999998
Swing Vote,2008,-44173426.839999996
Suspect Zero,2004,38264392.026
Minions: Orientation Day,2010,-2350765.1599999983
