12,Neumologia,08/01/2021,24
13,Odontologia,08/01/2021,7
14,Oftalmologia,08/01/2021,12
15,Otorrinolaringologia,08/01/2021,5
1,Cardiologia,09/01/2021,12
2,Pediatria,09/01/2021,24
3,Ginecologia,09/01/2021,26
4,Traumatologia,09/01/2021,20
5,Psicologia,09/01/2021,23
6,Dermatologia,09/01/2021,25
7,Fonoaudiologia,09/01/2021,0
8,Gastroenterologia,09/01/2021,19
9,Medicina General,09/01/2021,19
10,Neurologia,09/01/2021,11
11,Nefrologia,09/01/2021,13
12,Neumologia,09/01/2021,21
13,Odontologia,09/01/2021,23
14,Oftalmologia,09/01/2021,19
15,Otorrinolaringologia,09/01/2021,16
1,Cardiologia,10/01/2021,23
2,Pediatria,10/01/2021,15
3,Ginecologia,10/01/2021,28
4,Traumatologia,10/01/2021,6
5,Psicologia,10/01/2021,1
6,Dermatologia,10/01/2021,27
7,Fonoaudiologia,10/01/2021,14
8,Gastroenterologia,10/01/2021,16
9,Medicina General,10/01/2021,29
10,Neurologia,10/01/2021,7
11,Nefrologia,10/01/2021,22
12,Neumologia,10/01/2021,6
13,Odontologia,10/01/2021,1
14,Oftalmologia,10/01/2021,17
15,Otorrinolaringologia,10/01/2021,6
1,Cardiologia,11/01/2021,7
2,Pediatria,11/01/2021,5
3,Ginecologia,11/01/2021,1
4,Traumatologia,11/01/2021,22
5,Psicologia,11/01/2021,9
6,Dermatologia,11/01/2021,24
7,Fonoaudiologia,11/01/2021,24
8,Gastroenterologia,11/01/2021,0
9,Medicina General,11/01/2021,11
10,Neurologia,11/01/2021,23
11,Nefrologia,11/01/2021,4
12,Neumologia,11/01/2021,2
13,Odontologia,11/01/2021,24
14,Oftalmologia,11/01/2021,11
15,Otorrinolaringologia,11/01/2021,12
1,Cardiologia,12/01/2021,10
2,Pediatria,12/01/2021,27
3,Ginecologia,12/01/2021,14
4,Traumatologia,12/01/2021,16
5,Psicologia,12/01/2021,8
6,Dermatologia,12/01/2021,15
7,Fonoaudiologia,12/01/2021,11
8,Gastroenterologia,12/01/2021,16
9,Medicina General,12/01/2021,24
10,Neurologia,12/01/2021,16
11,Nefrologia,12/01/2021,26
12,Neumologia,12/01/2021,25
13,Odontologia,12/01/2021,4
14,Oftalmologia,12/01/2021,28
15,Otorrinolaringologia,12/01/2021,22
1,Cardiologia,13/01/2021,14
2,Pediatria,13/01/2021,14
3,Ginecologia,13/01/2021,4
4,Traumatologia,13/01/2021,14
5,Psicologia,13/01/2021,5
6,Dermatologia,13/01/2021,4
7,Fonoaudiologia,13/01/2021,29
8,Gastroenterologia,13/01/2021,0
9,Medicina General,13/01/2021,26
10,Neurologia,13/01/2021,6
11,Nefrologia,13/01/2021,21
12,Neumologia,13/01/2021,8
13,Odontologia,13/01/2021,20
14,Oftalmologia,13/01/2021,3
15,Otorrinolaringologia,13/01/2021,16
1,Cardiologia,14/01/2021,19
2,Pediatria,14/01/2021,18
3,Ginecologia,14/01/2021,25
4,Traumatologia,14/01/2021,27
5,Psicologia,14/01/2021,20
6,Dermatologia,14/01/2021,21
7,Fonoaudiologia,14/01/2021,5
8,Gastroenterologia,14/01/2021,19
9,Medicina General,14/01/2021,27
10,Neurologia,14/01/2021,0
11,Nefrologia,14/01/2021,19
12,Neumologia,14/01/2021,20
13,Odontologia,14/01/2021,27
14,Oftalmologia,14/01/2021,29
15,Otorrinolaringologia,14/01/2021,3
1,Cardiologia,15/01/2021,13
2,Pediatria,15/01/2021,20
3,Ginecologia,15/01/2021,20
4,Traumatologia,15/01/2021,19
5,Psicologia,15/01/2021,17
6,Dermatologia,15/01/2021,15
7,Fonoaudiologia,15/01/2021,0
8,Gastroenterologia,15/01/2021,20
9,Medicina General,15/01/2021,22
10,Neurologia,15/01/2021,23
11,Nefrologia,15/01/2021,22
12,Neumologia,15/01/2021,11
13,Odontologia,15/01/2021,18
14,Oftalmologia,15/01/2021,1
15,Otorrinolaringologia,15/01/2021,19
1,Cardiologia,16/01/2021,3
2,Pediatria,16/01/2021,17
3,Ginecologia,16/01/2021,8
4,Traumatologia,16/01/2021,26
5,Psicologia,16/01/2021,8
6,Dermatologia,16/01/2021,29
7,Fonoaudiologia,16/01/2021,3
8,Gastroenterologia,16/01/2021,24
9,Medicina General,16/01/2021,15
10,Neurologia,16/01/2021,15
11,Nefrologia,16/01/2021,0
12,Neumologia,16/01/2021,2
13,Odontologia,16/01/2021,10
14,Oftalmologia,16/01/2021,30
15,Otorrinolaringologia,16/01/2021,28
1,Cardiologia,17/01/2021,10
2,Pediatria,17/01/2021,24
3,Ginecologia,17/01/2021,14
4,Traumatologia,17/01/2021,0
5,Psicologia,17/01/2021,24
6,Dermatologia,17/01/2021,3
7,Fonoaudiologia,17/01/2021,7
8,Gastroenterologia,17/01/2021,22
9,Medicina General,17/01/2021,1
10,Neurologia,17/01/2021,30
11,Nefrologia,17/01/2021,24
12,Neumologia,17/01/2021,13
13,Odontologia,17/01/2021,5
14,Oftalmologia,17/01/2021,18
15,Otorrinolaringologia,17/01/2021,3
1,Cardiologia,18/01/2021,20
2,Pediatria,18/01/2021,11
3,Ginecologia,18/01/2021,16
4,Traumatologia,18/01/2021,9
5,Psicologia,18/01/2021,3
6,Dermatologia,18/01/2021,11
7,Fonoaudiologia,18/01/2021,7
8,Gastroenterologia,18/01/2021,10
9,Medicina General,18/01/2021,11
10,Neurologia,18/01/2021,24
11,Nefrologia,18/01/2021,6
12,Neumologia,18/01/2021,7
13,Odontologia,18/01/2021,11
14,Oftalmologia,18/01/2021,7
15,Otorrinolaringologia,18/01/2021,10
1,Cardiologia,19/01/2021,10
2,Pediatria,19/01/2021,22
3,Ginecologia,19/01/2021,4
4,Traumatologia,19/01/2021,2
5,Psicologia,19/01/2021,18
6,Dermatologia,19/01/2021,20
7,Fonoaudiologia,19/01/2021,6
8,Gastroenterologia,19/01/2021,7
9,Medicina General,19/01/2021,20
10,Neurologia,19/01/2021,17
11,Nefrologia,19/01/2021,2
12,Neumologia,19/01/2021,1
13,Odontologia,19/01/2021,27
14,Oftalmologia,19/01/2021,21
15,Otorrinolaringologia,19/01/2021,18
1,Cardiologia,20/01/2021,30
2,Pediatria,20/01/2021,24
3,Ginecologia,20/01/2021,19
4,Traumatologia,20/01/2021,11
5,Psicologia,20/01/2021,1
6,Dermatologia,20/01/2021,20
7,Fonoaudiologia,20/01/2021,1
8,Gastroenterologia,20/01/2021,23
9,Medicina General,20/01/2021,22
10,Neurologia,20/01/2021,25
11,Nefrologia,20/01/2021,28
12,Neumologia,20/01/2021,1
13,Odontologia,20/01/2021,14
14,Oftalmologia,20/01/2021,30
15,Otorrinolaringologia,20/01/2021,30
1,Cardiologia,21/01/2021,22
2,Pediatria,21/01/2021,12
3,Ginecologia,21/01/2021,6
4,Traumatologia,21/01/2021,0
5,Psicologia,21/01/2021,3
6,Dermatologia,21/01/2021,4
7,Fonoaudiologia,21/01/2021,25
8,Gastroenterologia,21/01/2021,6
9,Medicina General,21/01/2021,0
10,Neurologia,21/01/2021,24
11,Nefrologia,21/01/2021,20
12,Neumologia,21/01/2021,19
13,Odontologia,21/01/2021,22
14,Oftalmologia,21/01/2021,4
15,Otorrinolaringologia,21/01/2021,9
1,Cardiologia,22/01/2021,10
2,Pediatria,22/01/2021,28
3,Ginecologia,22/01/2021,23
4,Traumatologia,22/01/2021,8
5,Psicologia,22/01/2021,0
6,Dermatologia,22/01/2021,13
7,Fonoaudiologia,22/01/2021,12
8,Gastroenterologia,22/01/2021,13
9,Medicina General,22/01/2021,12
10,Neurologia,22/01/2021,14
11,Nefrologia,22/01/2021,3
12,Neumologia,22/01/2021,28
13,Odontologia,22/01/2021,28
14,Oftalmologia,22/01/2021,3
15,Otorrinolaringologia,22/01/2021,23
1,Cardiologia,23/01/2021,25
2,Pediatria,23/01/2021,1
3,Ginecologia,23/01/2021,13
4,Traumatologia,23/01/2021,30
5,Psicologia,23/01/2021,20
6,Dermatologia,23/01/2021,25
7,Fonoaudiologia,23/01/2021,25
8,Gastroenterologia,23/01/2021,4
9,Medicina General,23/01/2021,8
10,Neurologia,23/01/2021,10
11,Nefrologia,23/01/2021,29
12,Neumologia,23/01/2021,19
13,Odontologia,23/01/2021,27
14,Oftalmologia,23/01/2021,18
15,Otorrinolaringologia,23/01/2021,2
1,Cardiologia,24/01/2021,28
2,Pediatria,24/01/2021,11
3,Ginecologia,24/01/2021,12
4,Traumatologia,24/01/2021,28
5,Psicologia,24/01/2021,6
6,Dermatologia,24/01/2021,18
7,Fonoaudiologia,24/01/2021,4
8,Gastroenterologia,24/01/2021,13
9,Medicina General,24/01/2021,1
10,Neurologia,24/01/2021,16
11,Nefrologia,24/01/2021,10
12,Neumologia,24/01/2021,19
13,Odontologia,24/01/2021,0
14,Oftalmologia,24/01/2021,13
15,Otorrinolaringologia,24/01/2021,8
1,Cardiologia,25/01/2021,28
2,Pediatria,25/01/2021,13
3,Ginecologia,25/01/2021,24
4,Traumatologia,25/01/2021,24
5,Psicologia,25/01/2021,12
6,Dermatologia,25/01/2021,15
7,Fonoaudiologia,25/01/2021,27
8,Gastroenterologia,25/01/2021,27
9,Medicina General,25/01/2021,21
10,Neurologia,25/01/2021,2
11,Nefrologia,25/01/2021,7
12,Neumologia,25/01/2021,18
13,Odontologia,25/01/2021,7
14,Oftalmologia,25/01/2021,26
15,Otorrinolaringologia,25/01/2021,4
1,Cardiologia,26/01/2021,2
2,Pediatria,26/01/2021,29
3,Ginecologia,26/01/2021,13
4,Traumatologia,26/01/2021,12
5,Psicologia,26/01/2021,12
6,Dermatologia,26/01/2021,0
7,Fonoaudiologia,26/01/2021,7
8,Gastroenterologia,26/01/2021,18
9,Medicina General,26/01/2021,28
10,Neurologia,26/01/2021,8
11,Nefrologia,26/01/2021,14
12,Neumologia,26/01/2021,11
13,Odontologia,26/01/2021,7
14,Oftalmologia,26/01/2021,25
15,Otorrinolaringologia,26/01/2021,8
1,Cardiologia,27/01/2021,14
2,Pediatria,27/01/2021,21
3,Ginecologia,27/01/2021,13
4,Traumatologia,27/01/2021,12
5,Psicologia,27/01/2021,5
6,Dermatologia,27/01/2021,13
7,Fonoaudiologia,27/01/2021,8
8,Gastroenterologia,27/01/2021,22
9,Medicina General,27/01/2021,8
10,Neurologia,27/01/2021,15
11,Nefrologia,27/01/2021,19
12,Neumologia,27/01/2021,17
13,Odontologia,27/01/2021,2
14,Oftalmologia,27/01/2021,23
15,Otorrinolaringologia,27/01/2021,1
1,Cardiologia,28/01/2021,26
2,Pediatria,28/01/2021,19
3,Ginecologia,28/01/2021,30
4,Traumatologia,28/01/2021,29
5,Psicologia,28/01/2021,8
6,Dermatologia,28/01/2021,19
7,Fonoaudiologia,28/01/2021,9
8,Gastroenterologia,28/01/2021,7
9,Medicina General,28/01/2021,25
10,Neurologia,28/01/2021,25
11,Nefrologia,28/01/2021,24
12,Neumologia,28/01/2021,20
13,Odontologia,28/01/2021,10
14,Oftalmologia,28/01/2021,14
15,Otorrinolaringologia,28/01/2021,1
1,Cardiologia,29/01/2021,13
2,Pediatria,29/01/2021,27
3,Ginecologia,29/01/2021,24
4,Traumatologia,29/01/2021,18
5,Psicologia,29/01/2021,25
6,Dermatologia,29/01/2021,2
7,Fonoaudiologia,29/01/2021,3
8,Gastroenterologia,29/01/2021,8
9,Medicina General,29/01/2021,27
10,Neurologia,29/01/2021,19
11,Nefrologia,29/01/2021,16
12,Neumologia,29/01/2021,9
13,Odontologia,29/01/2021,6
14,Oftalmologia,29/01/2021,9
15,Otorrinolaringologia,29/01/2021,20
1,Cardiologia,30/01/2021,14
2,Pediatria,30/01/2021,22
3,Ginecologia,30/01/2021,23
4,Traumatologia,30/01/2021,15
5,Psicologia,30/01/2021,11
6,Dermatologia,30/01/2021,27
7,Fonoaudiologia,30/01/2021,9
8,Gastroenterologia,30/01/2021,10
9,Medicina General,30/01/2021,25
10,Neurologia,30/01/2021,17
11,Nefrologia,30/01/2021,25
12,Neumologia,30/01/2021,10
13,Odontologia,30/01/2021,12
14,Oftalmologia,30/01/2021,28
15,Otorrinolaringologia,30/01/2021,23
1,Cardiologia,01/02/2021,6
2,Pediatria,01/02/2021,24
3,Ginecologia,01/02/2021,15
4,Traumatologia,01/02/2021,16
5,Psicologia,01/02/2021,18
6,Dermatologia,01/02/2021,5
7,Fonoaudiologia,01/02/2021,17
8,Gastroenterologia,01/02/2021,7
9,Medicina General,01/02/2021,9
10,Neurologia,01/02/2021,14
11,Nefrologia,01/02/2021,21
12,Neumologia,01/02/2021,0
13,Odontologia,01/02/2021,24
14,Oftalmologia,01/02/2021,3
15,Otorrinolaringologia,01/02/2021,2
1,Cardiologia,02/02/2021,28
2,Pediatria,02/02/2021,7
3,Ginecologia,02/02/2021,16
4,Traumatologia,02/02/2021,23
5,Psicologia,02/02/2021,6
6,Dermatologia,02/02/2021,21
7,Fonoaudiologia,02/02/2021,4
8,Gastroenterologia,02/02/2021,21
9,Medicina General,02/02/2021,17
10,Neurologia,02/02/2021,21
11,Nefrologia,02/02/2021,6
12,Neumologia,02/02/2021,13
13,Odontologia,02/02/2021,10
14,Oftalmologia,02/02/2021,25
15,Otorrinolaringologia,02/02/2021,3
1,Cardiologia,03/02/2021,27
2,Pediatria,03/02/2021,27
3,Ginecologia,03/02/2021,14
4,Traumatologia,03/02/2021,9
5,Psicologia,03/02/2021,13
6,Dermatologia,03/02/2021,5
7,Fonoaudiologia,03/02/2021,18
8,Gastroenterologia,03/02/2021,9
9,Medicina General,03/02/2021,5
10,Neurologia,03/02/2021,14
11,Nefrologia,03/02/2021,23
12,Neumologia,03/02/2021,4
13,Odontologia,03/02/2021,20
14,Oftalmologia,03/02/2021,4
15,Otorrinolaringologia,03/02/2021,4
1,Cardiologia,04/02/2021,16
2,Pediatria,04/02/2021,16
3,Ginecologia,04/02/2021,19
4,Traumatologia,04/02/2021,11
5,Psicologia,04/02/2021,15
6,Dermatologia,04/02/2021,0
7,Fonoaudiologia,04/02/2021,7
8,Gastroenterologia,04/02/2021,24
9,Medicina General,04/02/2021,8
10,Neurologia,04/02/2021,10
11,Nefrologia,04/02/2021,14
12,Neumologia,04/02/2021,7
13,Odontologia,04/02/2021,21
14,Oftalmologia,04/02/2021,12
15,Otorrinolaringologia,04/02/2021,12
1,Cardiologia,05/02/2021,21
2,Pediatria,05/02/2021,23
3,Ginecologia,05/02/2021,0
4,Traumatologia,05/02/2021,19
5,Psicologia,05/02/2021,4
6,Dermatologia,05/02/2021,28
7,Fonoaudiologia,05/02/2021,5
8,Gastroenterologia,05/02/2021,8
9,Medicina General,05/02/2021,8
10,Neurologia,05/02/2021,10
11,Nefrologia,05/02/2021,17
12,Neumologia,05/02/2021,5
13,Odontologia,05/02/2021,16
14,Oftalmologia,05/02/2021,8
15,Otorrinolaringologia,05/02/2021,15
1,Cardiologia,06/02/2021,16
2,Pediatria,06/02/2021,19
3,Ginecologia,06/02/2021,16
4,Traumatologia,06/02/2021,10
5,Psicologia,06/02/2021,5
6,Dermatologia,06/02/2021,6
7,Fonoaudiologia,06/02/2021,21
8,Gastroenterologia,06/02/2021,23
9,Medicina General,06/02/2021,30
10,Neurologia,06/02/2021,4
11,Nefrologia,06/02/2021,7
12,Neumologia,06/02/2021,30
13,Odontologia,06/02/2021,13
14,Oftalmologia,06/02/2021,18
15,Otorrinolaringologia,06/02/2021,18
1,Cardiologia,07/02/2021,25
2,Pediatria,07/02/2021,16
3,Ginecologia,07/02/2021,8
4,Traumatologia,07/02/2021,21
5,Psicologia,07/02/2021,12
6,Dermatologia,07/02/2021,11
7,Fonoaudiologia,07/02/2021,0
8,Gastroenterologia,07/02/2021,18
9,Medicina General,07/02/2021,12
10,Neurologia,07/02/2021,2
11,Nefrologia,07/02/2021,3
12,Neumologia,07/02/2021,20
13,Odontologia,07/02/2021,20
14,Oftalmologia,07/02/2021,27
15,Otorrinolaringologia,07/02/2021,24
1,Cardiologia,08/02/2021,22
2,Pediatria,08/02/2021,1
3,Ginecologia,08/02/2021,11
4,Traumatologia,08/02/2021,17
5,Psicologia,08/02/2021,2
6,Dermatologia,08/02/2021,19
7,Fonoaudiologia,08/02/2021,14
8,Gastroenterologia,08/02/2021,8
9,Medicina General,08/02/2021,6
10,Neurologia,08/02/2021,7
11,Nefrologia,08/02/2021,16
12,Neumologia,08/02/2021,24
13,Odontologia,08/02/2021,28
14,Oftalmologia,08/02/2021,14
15,Otorrinolaringologia,08/02/2021,13
1,Cardiologia,09/02/2021,17
2,Pediatria,09/02/2021,2
3,Ginecologia,09/02/2021,16
4,Traumatologia,09/02/2021,22
5,Psicologia,09/02/2021,3
6,Dermatologia,09/02/2021,20
7,Fonoaudiologia,09/02/2021,27
8,Gastroenterologia,09/02/2021,29
9,Medicina General,09/02/2021,14
10,Neurologia,09/02/2021,0
11,Nefrologia,09/02/2021,12
12,Neumologia,09/02/2021,5
13,Odontologia,09/02/2021,4
14,Oftalmologia,09/02/2021,4
15,Otorrinolaringologia,09/02/2021,1
1,Cardiologia,10/02/2021,8
2,Pediatria,10/02/2021,8
3,Ginecologia,10/02/2021,19
4,Traumatologia,10/02/2021,8
5,Psicologia,10/02/2021,28
6,Dermatologia,10/02/2021,19
7,Fonoaudiologia,10/02/2021,22
8,Gastroenterologia,10/02/2021,11
9,Medicina General,10/02/2021,17
10,Neurologia,10/02/2021,22
11,Nefrologia,10/02/2021,9
12,Neumologia,10/02/2021,23
13,Odontologia,10/02/2021,20
14,Oftalmologia,10/02/2021,19
15,Otorrinolaringologia,10/02/2021,12
1,Cardiologia,11/02/2021,21
2,Pediatria,11/02/2021,11
3,Ginecologia,11/02/2021,27
4,Traumatologia,11/02/2021,17
5,Psicologia,11/02/2021,19
6,Dermatologia,11/02/2021,3
7,Fonoaudiologia,11/02/2021,20
8,Gastroenterologia,11/02/2021,20
9,Medicina General,11/02/2021,28
10,Neurologia,11/02/2021,12
11,Nefrologia,11/02/2021,12
12,Neumologia,11/02/2021,20
13,Odontologia,11/02/2021,22
14,Oftalmologia,11/02/2021,19
15,Otorrinolaringologia,11/02/2021,20
1,Cardiologia,12/02/2021,14
2,Pediatria,12/02/2021,27
3,Ginecologia,12/02/2021,11
4,Traumatologia,12/02/2021,24
5,Psicologia,12/02/2021,1
6,Dermatologia,12/02/2021,3
7,Fonoaudiologia,12/02/2021,30
8,Gastroenterologia,12/02/2021,17
9,Medicina General,12/02/2021,14
10,Neurologia,12/02/2021,24
11,Nefrologia,12/02/2021,10
12,Neumologia,12/02/2021,23
13,Odontologia,12/02/2021,28
14,Oftalmologia,12/02/2021,23
15,Otorrinolaringologia,12/02/2021,28
1,Cardiologia,13/02/2021,15
2,Pediatria,13/02/2021,5
3,Ginecologia,13/02/2021,21
4,Traumatologia,13/02/2021,25
5,Psicologia,13/02/2021,28
6,Dermatologia,13/02/2021,16
7,Fonoaudiologia,13/02/2021,16
8,Gastroenterologia,13/02/2021,21
9,Medicina General,13/02/2021,14
10,Neurologia,13/02/2021,26
11,Nefrologia,13/02/2021,15
12,Neumologia,13/02/2021,13
13,Odontologia,13/02/2021,11
14,Oftalmologia,13/02/2021,20
15,Otorrinolaringologia,13/02/2021,26
1,Cardiologia,14/02/2021,20
2,Pediatria,14/02/2021,8
3,Ginecologia,14/02/2021,8
4,Traumatologia,14/02/2021,22
5,Psicologia,14/02/2021,10
6,Dermatologia,14/02/2021,3
7,Fonoaudiologia,14/02/2021,9
8,Gastroenterologia,14/02/2021,13
9,Medicina General,14/02/2021,15
10,Neurologia,14/02/2021,19
11,Nefrologia,14/02/2021,0
12,Neumologia,14/02/2021,28
13,Odontologia,14/02/2021,8
14,Oftalmologia,14/02/2021,15
15,Otorrinolaringologia,14/02/2021,30
1,Cardiologia,15/02/2021,0
2,Pediatria,15/02/2021,0
3,Ginecologia,15/02/2021,18
4,Traumatologia,15/02/2021,27
5,Psicologia,15/02/2021,24
6,Dermatologia,15/02/2021,4
7,Fonoaudiologia,15/02/2021,15
8,Gastroenterologia,15/02/2021,1
9,Medicina General,15/02/2021,24
10,Neurologia,15/02/2021,20
11,Nefrologia,15/02/2021,13
12,Neumologia,15/02/2021,11
13,Odontologia,15/02/2021,2
14,Oftalmologia,15/02/2021,0
15,Otorrinolaringologia,15/02/2021,14
1,Cardiologia,16/02/2021,27
2,Pediatria,16/02/2021,16
3,Ginecologia,16/02/2021,14
4,Traumatologia,16/02/2021,29
5,Psicologia,16/02/2021,12
6,Dermatologia,16/02/2021,2
7,Fonoaudiologia,16/02/2021,28
8,Gastroenterologia,16/02/2021,29
9,Medicina General,16/02/2021,1
10,Neurologia,16/02/2021,24
11,Nefrologia,16/02/2021,20
12,Neumologia,16/02/2021,11
13,Odontologia,16/02/2021,17
14,Oftalmologia,16/02/2021,1
15,Otorrinolaringologia,16/02/2021,30
1,Cardiologia,17/02/2021,0
2,Pediatria,17/02/2021,9
3,Ginecologia,17/02/2021,26
4,Traumatologia,17/02/2021,4
5,Psicologia,17/02/2021,21
6,Dermatologia,17/02/2021,13
7,Fonoaudiologia,17/02/2021,1
8,Gastroenterologia,17/02/2021,16
9,Medicina General,17/02/2021,22
10,Neurologia,17/02/2021,21
11,Nefrologia,17/02/2021,1
12,Neumologia,17/02/2021,0
13,Odontologia,17/02/2021,29
14,Oftalmologia,17/02/2021,25
15,Otorrinolaringologia,17/02/2021,6
1,Cardiologia,18/02/2021,1
2,Pediatria,18/02/2021,30
3,Ginecologia,18/02/2021,23
4,Traumatologia,18/02/2021,18
5,Psicologia,18/02/2021,22
6,Dermatologia,18/02/2021,4
7,Fonoaudiologia,18/02/2021,8
8,Gastroenterologia,18/02/2021,14
9,Medicina General,18/02/2021,8
10,Neurologia,18/02/2021,10
11,Nefrologia,18/02/2021,30
12,Neumologia,18/02/2021,4
13,Odontologia,18/02/2021,13
14,Oftalmologia,18/02/2021,25
15,Otorrinolaringologia,18/02/2021,14
1,Cardiologia,19/02/2021,17
2,Pediatria,19/02/2021,14
3,Ginecologia,19/02/2021,13
4,Traumatologia,19/02/2021,28
5,Psicologia,19/02/2021,23
6,Dermatologia,19/02/2021,16
7,Fonoaudiologia,19/02/2021,11
8,Gastroenterologia,19/02/2021,7
9,Medicina General,19/02/2021,26
10,Neurologia,19/02/2021,29
11,Nefrologia,19/02/2021,1
12,Neumologia,19/02/2021,0
13,Odontologia,19/02/2021,16
14,Oftalmologia,19/02/2021,10
15,Otorrinolaringologia,19/02/2021,21
1,Cardiologia,20/02/2021,13
2,Pediatria,20/02/2021,30
3,Ginecologia,20/02/2021,21
4,Traumatologia,20/02/2021,22
5,Psicologia,20/02/2021,15
6,Dermatologia,20/02/2021,30
7,Fonoaudiologia,20/02/2021,7
8,Gastroenterologia,20/02/2021,10
9,Medicina General,20/02/2021,3
10,Neurologia,20/02/2021,16
11,Nefrologia,20/02/2021,19
12,Neumologia,20/02/2021,6
13,Odontologia,20/02/2021,7
14,Oftalmologia,20/02/2021,27
15,Otorrinolaringologia,20/02/2021,8
1,Cardiologia,21/02/2021,16
2,Pediatria,21/02/2021,25
3,Ginecologia,21/02/2021,17
4,Traumatologia,21/02/2021,18
5,Psicologia,21/02/2021,20
6,Dermatologia,21/02/2021,6
7,Fonoaudiologia,21/02/2021,15
8,Gastroenterologia,21/02/2021,0
9,Medicina General,21/02/2021,16
10,Neurologia,21/02/2021,22
11,Nefrologia,21/02/2021,14
12,Neumologia,21/02/2021,16
13,Odontologia,21/02/2021,14
14,Oftalmologia,21/02/2021,12
15,Otorrinolaringologia,21/02/2021,30
1,Cardiologia,22/02/2021,11
